ID.1,ID,Lowtag,Name,Recap,PIT_tag,Species,Year,Capture_date,Collar_start,Fate_date,Field_crew,Study_area,Latitude,Longitude,Trap.type,Sex,Age,Collar.ID,Frequency,Collar_model,DOP_type,Left_eartag,Left_color,Right_eartag,Right_color,Parasites,Body_condition,Hind_foot,Chest_girth,Body_length,biopsy,blood,Cannon_foot,Weight,Head_circ,Neck_circ,Tail_length,Ear_length_R,Ear_length_L,Left_upper_canine,Left_lower_canine,Right_upper_canine,Right_lower_canine,Samples,Nursed,Pelage,Handling_time,VIT,VIT_frequency,Mortality,Mortality_cause,Mortality_date,Censor,Censor_cause,Censor_date,Comments,data_comments
D1001,1001,182,NA,New,NA,WTD,2018,1/17/2018,NA,NA,NA,Touch of Nature,37.631335,-89.155151,dart,Female,adult,30297,150.263,420,HDOP,182,NA,592,metal,none,4,NA,NA,83,y,NA,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1016,1016,126,NA,New,NA,WTD,2018,2/27/2018,2/27/2018,2/25/2020,NA,Touch of Nature,37.63032,-89.16304,dart,Female,adult,81439,150.28,420,HDOP,126,white,NA,NA,ticks around anus,4,NA,NA,83,y,y,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,2/25/2020,NA,
D1089,1089,184,NA,New,NA,WTD,2021,2/27/2018,NA,NA,NA,Touch of Nature,39.57706,-88.70721,dart,Male,juvenile,NA,NA,330,HDOP,184,NA,NA,NA,none found,3,NA,NA,NA,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B101,101,NA,kovu,New,NA,Bobcat,2018,3/2/2018,3/2/2018,1/20/2019,NA,Touch of Nature,NA,NA,NA,F,J,81460,NA,250,HDOP,NA,NA,NA,NA,NA,3,16.6,NA,62.5,NA,NA,NA,6.8,NA,NA,14.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uncertain sex,
C102,102,NA,rocky,New,NA,Coyote,2018,3/6/2018,3/6/2018,8/28/2018,NA,Shelbyville,39.55515,-88.68489,NA,M,A,81459,NA,250,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,8/28/2018,NA,NA,NA,NA,
D1007,1007,2,NA,New,NA,WTD,2018,3/7/2018,3/7/2018,2/15/2019,NA,Touch of Nature,37.627028,89.151167,dart,Female,adult,81430,151.1,420,HDOP,2,yellow,"17,266","orange, metal",very few ticks,4,NA,NA,177,n,y,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,2/15/2019,NA,
C103,103,NA,danny,New,NA,Coyote,2018,3/9/2018,3/9/2018,12/12/2018,NA,Shelbyville,39.55647,-88.68463,NA,M,A,81458,NA,250,HDOP,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1009,1009,130,NA,New,NA,WTD,2018,3/10/2018,3/10/2018,1/19/2020,NA,Touch of Nature,37.62479,89.16054,dart,Female,adult,81432,151.14,420,HDOP,130,NA,484,metal,fleas & ticks,4,NA,NA,112.2,y,y,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,1/19/2020,NA,
D1008,1008,7,NA,New,NA,WTD,2018,3/13/2018,3/13/2018,5/5/2020,NA,Touch of Nature,37.62359,89.15363,dart,Female,adult,81431,151.12,420,HDOP,7,red,"11, 248","red, metal",a few ticks,4,NA,NA,106,n,n,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/5/2020,NA,
D1005,1005,187,NA,New,NA,WTD,2018,4/1/2018,4/1/2018,3/24/2020,NA,Touch of Nature,37.63546,-89.15378,dart,Female,adult,81428,151.06,420,HDOP,187,white,596,metal,none observed,4,NA,NA,119,y,y,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/24/2020,NA,
D1012,1012,172,NA,New,NA,WTD,2018,4/5/2018,4/5/2018,10/23/2018,NA,Touch of Nature,37.62557,89.15493,dart,Female,adult,81435,151.2,420,HDOP,172,NA,NA,NA,"some ticks on anus, not many",2,NA,NA,116,y,y,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,10/23/2018,NA,
D1003,1003,166,NA,New,NA,WTD,2018,4/7/2018,4/7/2018,5/23/2018,NA,Touch of Nature,37.7115,-89.24043,dart,Female,adult,81426,151.02,420,HDOP,166,white,NA,NA,lone star ticks around rectum and various locations on body,3,NA,NA,114,y,n,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/23/2018,NA,
D1011,1011,106,NA,New,NA,WTD,2018,4/11/2018,4/11/2018,10/15/2018,NA,Touch of Nature,NA,NA,drop net,Female,adult,81434,151.18,420,HDOP,106,white,NA,NA,few ticks,3,NA,NA,107,NA,n,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,10/15/2018,NA,
B118,118,NA,rhia,New,NA,Bobcat,2019,2/22/2019,2/22/2019,9/18/2019,NA,Shelbyville,39.517969,-88.574044,NA,F,J,81446,NA,250,HDOP,NA,NA,NA,NA,NA,5,17.5,NA,76,NA,NA,NA,7.3,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C104,104,NA,odin,New,NA,Coyote,2019,2/27/2019,2/27/2019,4/15/2019,NA,Touch of Nature,37.6293,-89.15914,NA,M,A,81454,NA,250,HDOP,NA,NA,NA,NA,NA,4,20,NA,92,NA,NA,NA,15.2,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C105,105,NA,artemis,New,NA,Coyote,2019,2/28/2019,2/28/2019,7/20/2019,NA,Touch of Nature,37.6169,-89.16693,NA,F,A,81455,NA,250,HDOP,NA,NA,NA,NA,NA,5,21.5,NA,92,NA,NA,NA,16.8,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,7/20/2019,NA,NA,NA,NA,
D1013,1013,195,NA,New,NA,WTD,2019,3/3/2019,3/3/2019,5/30/2019,NA,Shelbyville,39.523433,-88.57865072,clover,Female,2.5,81436,151.22,420,HDOP,195,NA,570,NA,NA,NA,9.5,16.5,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/30/2019,NA,
D1010,1010,104,NA,New,NA,WTD,2019,3/4/2019,3/4/2019,5/16/2019,NA,Shelbyville,39.532116,-88.606083,clover,Female,2.5,81433,151.16,420,HDOP,104,NA,483,metal,NA,NA,17,13,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/16/2019,NA,
D1002,1002,99,NA,New,NA,WTD,2019,3/11/2019,3/11/2019,5/1/2019,NA,Shelbyville,39.5566,-88.58182,dart,Female,2.5,81425,151,420,HDOP,99,NA,522,metal,NA,NA,44.5,23,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/1/2019,NA,
D1024,1024,95,NA,New,NA,WTD,2019,3/12/2019,3/12/2019,6/13/2020,NA,Shelbyville,NA,NA,clover,Male,2.5,84113,151.83,330,HDOP,95,NA,561,metal,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/13/2020,NA,
D1033,1033,143,NA,New,NA,WTD,2019,3/13/2019,3/13/2019,6/11/2020,NA,Shelbyville,39.533764,-88.624019,dart,Male,4,84122,151.92,330,HDOP,143,NA,451,metal,NA,NA,49,13,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/14/2020,yes,unknown,6/11/2020,NA,
D1006,1006,112,NA,New,NA,WTD,2019,3/15/2019,3/15/2019,11/16/2019,NA,Shelbyville,39.52438,-88.7167,clover,Female,2,81429,151.08,420,HDOP,112,NA,478,metal,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/16/2019,NA,
D1019,1019,150,NA,New,NA,WTD,2019,3/15/2019,3/15/2019,10/24/2020,NA,Shelbyville,39.5801,-88.56035,clover,Female,3.5,81442,151.34,420,HDOP,150,NA,528,metal,NA,NA,43,25,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,10/24/2020,NA,NA,NA,NA,
D1028,1028,90,NA,New,NA,WTD,2019,3/17/2019,3/17/2019,7/29/2019,NA,Shelbyville,39.55491,-88.685598,clover,Male,2.5,84117,151.87,330,HDOP,90,NA,526,metal,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,7/29/2019,NA,
D1018,1018,192,NA,New,NA,WTD,2019,3/17/2019,3/17/2019,11/10/2019,NA,Shelbyville,39.5801,-88.56035,clover,Female,4.5,81441,151.32,420,HDOP,192,NA,597,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/10/2019,NA,
C109,109,NA,ID1,New,NA,Coyote,2019,3/18/2019,3/18/2019,2/3/2020,NA,Shelbyville,39.479141,-88.522124,NA,M,A,81453,NA,250,HDOP,NA,NA,NA,NA,NA,4,20,NA,128,NA,NA,NA,15.4,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,2/3/2020,NA,NA,NA,NA,
D1014,1014,183,NA,New,NA,WTD,2019,3/18/2019,3/18/2019,3/9/2021,NA,Shelbyville,39.5234,-88.57863,clover,Female,1.5,81437,151.24,420,HDOP,183,NA,527,NA,NA,NA,42,24.6,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/9/2021,NA,
C110,110,NA,ID2,New,NA,Coyote,2019,3/19/2019,3/19/2019,6/29/2019,NA,Shelbyville,39.575754,-88.561702,NA,M,J,81445,NA,250,HDOP,NA,NA,NA,NA,NA,4,19,NA,122,NA,NA,NA,13.8,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,6/29/2019,NA,NA,NA,NA,
C111,111,NA,ID3,New,NA,Coyote,2019,3/20/2019,3/20/2019,10/20/2019,NA,Shelbyville,39.629945,-88.62413,NA,F,J,81462,NA,250,HDOP,NA,NA,NA,NA,NA,5,18,NA,131,NA,NA,NA,11.3,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,10/20/2019,NA,NA,NA,NA,
C112,112,NA,ID4,New,NA,Coyote,2019,3/20/2019,3/20/2019,12/22/2019,NA,Shelbyville,39.517889,-88.663349,NA,M,A,81463,NA,250,HDOP,NA,NA,NA,NA,NA,5,21,NA,141,NA,NA,NA,18.8,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C113,113,NA,ID5,New,NA,Coyote,2019,3/20/2019,3/20/2019,12/17/2019,NA,Shelbyville,39.559094,-88.613075,NA,M,A,81457,NA,250,HDOP,NA,NA,NA,NA,NA,4,20,NA,141,NA,NA,NA,16.3,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,12/17/2019,NA,NA,NA,NA,
C114,114,NA,ID6,New,NA,Coyote,2019,3/21/2019,3/21/2019,1/17/2020,NA,Shelbyville,39.48137,-88.50938,NA,M,A,81464,NA,250,HDOP,NA,NA,NA,NA,NA,5,30.5,NA,136,NA,NA,NA,15.4,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,1/17/2020,NA,NA,NA,NA,
C115,115,NA,ID7,New,NA,Coyote,2019,3/21/2019,3/21/2019,11/7/2019,NA,Shelbyville,39.590921,-88.685947,NA,M,J,81456,NA,250,HDOP,NA,NA,NA,NA,NA,5,19.5,NA,128,NA,NA,NA,13.4,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,11/7/2019,NA,NA,NA,NA,
D1020,1020,182,NA,New,NA,WTD,2019,3/22/2019,3/22/2019,9/10/2019,NA,Touch of Nature,37.63235,-89.15439,dart,Female,NA,81443,151.36,420,HDOP,182,NA,592,metal,a few ticks,NA,NA,NA,104,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,9/10/2019,NA,NA,NA,Unsure on left/right eartag combo - MH23,
B101,101,NA,kovu,Recap,NA,Bobcat,2019,3/22/2019,3/22/2019,7/20/2019,NA,Touch of Nature,37.63463,-89.1785,NA,F,A,81449,NA,250,HDOP,NA,NA,NA,NA,NA,5,16,NA,81,NA,NA,NA,12.2,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uncertain sex,
C116,116,NA,ID8,New,NA,Coyote,2019,3/22/2019,3/22/2019,9/19/2019,NA,Shelbyville,39.517841,-88.663282,NA,M,A,81461,NA,250,HDOP,NA,NA,NA,NA,NA,5,18,NA,131,NA,NA,NA,14.5,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1043,1043,NA,NA,New,NA,WTD,2019,3/23/2019,3/23/2019,8/16/2019,NA,Touch of Nature,37.629463,-89.157939,clover,Female,NA,84189,151.67,420,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,8/16/2019,NA,
D1044,1044,NA,NA,New,NA,WTD,2019,3/23/2019,3/23/2019,5/25/2021,NA,Touch of Nature,37.629463,-89.157939,clover,Female,NA,84190,151.69,420,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/25/2021,NA,NA,NA,NA,
C117,117,NA,ID9,New,NA,Coyote,2019,3/24/2019,3/24/2019,3/31/2019,NA,Shelbyville ,39.561632,-88.612641,NA,M,Young*,84143,NA,250,HDOP,NA,NA,NA,NA,NA,5,20,NA,129,NA,NA,NA,13.6,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,capture myopathy,3/31/2019,NA,NA,NA,"had 3 age categories J, Y, or A so assume young adult",
D1025,1025,182,NA,New,NA,WTD,2019,3/25/2019,3/25/2019,8/11/2019,NA,Touch of Nature,NA,NA,clover,Male,2,84114,151.84,330,HDOP,182,NA,563,metal,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,8/11/2019,NA,NA,NA,NA,
D1046,1046,166,NA,New,NA,WTD,2019,3/28/2019,3/28/2019,2/9/2021,NA,Touch of Nature,NA,NA,clover,Female,2.5,84192,151.73,420,HDOP,166,NA,471,metal,NA,NA,38,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,2/9/2021,NA,NA,NA,NA,
D1039,1039,167,NA,New,NA,WTD,2019,3/30/2019,3/30/2019,4/16/2019,NA,Touch of Nature,NA,NA,clover,Male,2,84129,151.99,330,HDOP,524,metal,167,NA,NA,NA,41,29,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,4/16/2019,NA,
D1049,1049,121,NA,New,NA,WTD,2019,3/31/2019,3/31/2019,4/4/2019,NA,Touch of Nature,NA,NA,clover,Female,NA,84195,151.79,420,HDOP,468,metal,121,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,4/4/2019,NA,
B107,107,NA,archer,New,NA,Bobcat,2019,4/2/2019,4/2/2019,9/21/2019,NA,Touch of Nature,37.6206,-89.18596,NA,M,A,81448,NA,250,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B108,108,NA,lana,New,NA,Bobcat,2019,4/4/2019,4/4/2019,9/29/2019,NA,Touch of Nature,37.62128,-89.16896,NA,F,J,81447,NA,250,HDOP,NA,NA,NA,NA,NA,5,14.5,NA,75.2,NA,NA,NA,9.1,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1017,1017,157,NA,New,NA,WTD,2018,4/13/2019,4/13/2019,9/12/2019,NA,Touch of Nature,37.63446,-89.15441,dart,Female,adult,81440,151.3,420,HDOP,588,metal,157,white,heavy tick load,3,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,9/12/2019,NA,
D1047,1047,159,NA,New,NA,WTD,2019,4/14/2019,4/14/2019,4/23/2019,NA,Touch of Nature,NA,NA,clover,Female,3.5,84193,151.75,420,HDOP,NA,NA,159,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,4/23/2019,NA,
D1048,1048,184,NA,New,NA,WTD,2019,4/14/2019,4/14/2019,7/14/2019,NA,Touch of Nature,NA,NA,clover,Female,1,84194,151.77,420,HDOP,NA,NA,184,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,7/14/2019,NA,
B121,121,NA,eowyn,New,NA,Bobcat,2019,12/6/2019,12/6/2019,6/26/2020,NA,Touch of Nature,37.58839,-89.13082,NA,F,A,84141,NA,250,HDOP,NA,NA,NA,NA,NA,5,15,NA,72,NA,NA,NA,11.3,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B123,123,NA,daniel,New,NA,Bobcat,2019,12/7/2019,12/7/2019,5/7/2020,NA,Touch of Nature,37.61558,-89.16623,NA,M,A,81450,NA,250,HDOP,NA,NA,NA,NA,NA,5,18,NA,83,NA,NA,NA,10.2,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B133,133,NA,mithrandir,New,NA,Bobcat,2019,12/9/2019,12/9/2019,8/11/2020,NA,Shelbyville,39.50397,-88.56531,NA,M,A,84144,NA,250,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uncertain sex,
B124,124,NA,cece,New,NA,Bobcat,2019,12/19/2019,12/19/2019,9/8/2020,NA,Touch of Nature,37.59466,-89.13781,NA,F,J,84142,NA,250,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C125,125,NA,cirdan,New,NA,Coyote,2020,1/1/2020,1/1/2020,9/15/2020,NA,Shelbyville,39.62158,-88.71762,NA,M,A,84143,NA,250,HDOP,NA,NA,NA,NA,NA,5,NA,NA,93.5,NA,NA,NA,14.6,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1041,1041,157,NA,New,NA,WTD,2020,1/6/2020,1/6/2020,7/11/2021,NA,Touch of Nature,37.609773,-89.161441,clover,Female,adult,84187,151.63,420,HDOP,157,NA,455,metal,NA,4,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,7/11/2021,NA,
D1042,1042,169,NA,New,NA,WTD,2020,1/7/2020,1/7/2020,11/14/2021,NA,Touch of Nature,37.62988,-89.16716,clover,Female,adult,84188,151.65,420,HDOP,169,NA,510,metal,NA,3,12,70,110,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunter harvest,11/14/2021,NA,NA,NA,NA,NA,NA,NA,
D1027,1027,NA,NA,New,NA,WTD,2020,1/7/2020,1/7/2020,11/13/2020,NA,Touch of Nature,37.62051,-89.18819,clover,Male,adult,84116,151.86,330,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/13/2020,NA,
D1040,1040,142,NA,New,NA,WTD,2020,1/8/2020,1/8/2020,1/11/2021,NA,Touch of Nature,37.62988,-89.16716,clover,Female,adult,84186,151.61,420,HDOP,142,NA,565,metal,NA,3,13,90,118,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,1/11/2021,NA,
C119,119,NA,stormy,New,NA,Coyote,2020,1/12/2020,1/12/2020,4/24/2020,NA,Touch of Nature,37.58767,-89.12521,NA,F,A,85786,NA,250,HDOP,NA,NA,NA,NA,NA,5,20,NA,98,NA,NA,NA,16,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C126,126,NA,melian,New,NA,Coyote,2020,1/12/2020,1/12/2020,1/30/2020,NA,Shelbyville,39.59262,-88.72319,NA,F,A,85787,NA,250,HDOP,NA,NA,NA,NA,NA,5,19.8,NA,92.5,NA,NA,NA,15.2,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,1/30/2020,NA,NA,NA,NA,
D1031,1031,NA,NA,New,NA,WTD,2020,1/17/2020,1/17/2020,2/20/2020,NA,Touch of Nature,37.62659,-89.15301,clover,Male,adult,84120,151.9,330,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,2/20/2020,NA,
D1021,1021,200,NA,New,NA,WTD,2020,1/19/2020,1/19/2020,6/7/2021,NA,Touch of Nature,37.62548,-89.15888,clover,Female,adult,81444,151.38,420,HDOP,200,NA,525,metal,NA,3,12,80,98,Y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/7/2021,NA,
D1004,1004,NA,NA,New,NA,WTD,2020,1/30/2020,1/30/2020,5/11/2020,NA,Touch of Nature,37.630644,-89.154821,clover,Female,juvenile,81427,NA,420,HDOP,NA,NA,NA,NA,ticks on ears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/11/2020,NA,
D1015,1015,NA,NA,New,NA,WTD,2020,1/30/2020,1/30/2020,7/10/2020,NA,Touch of Nature,37.62988,-89.16716,clover,Female,adult,81438,NA,420,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,7/10/2020,NA,
C127,127,NA,osse,New,NA,Coyote,2020,1/30/2020,1/30/2020,10/13/2020,NA,Shelbyville,39.62107,-88.71735,NA,M,A,85784,NA,250,HDOP,NA,NA,NA,NA,NA,5,19,NA,93.5,NA,NA,NA,15.25,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,2/5/2023,NA,NA,NA,NA,
D1029,1029,139,NA,New,NA,WTD,2020,2/1/2020,2/1/2020,2/15/2020,NA,Touch of Nature,37.630679,-89.154835,clover,Male,juvenile,84118,151.88,330,HDOP,139,NA,583,metal,NA,3,10,66,100,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,2/15/2020,NA,NA,NA,NA,
D1036,1036,198,NA,New,NA,WTD,2020,2/2/2020,2/2/2020,8/9/2020,NA,Touch of Nature,37.616443,-89.161282,clover,Male,adult,84126,151.71,330,HDOP,198,NA,576,metal,NA,5,16,94,101,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,8/9/2020,NA,
D1045,1045,179,NA,New,NA,WTD,2020,2/5/2020,2/5/2020,3/29/2020,NA,Touch of Nature,37.62745,-89.162353,clover,Female,adult,84191,151.71,420,HDOP,179,NA,502,metal,NA,3,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/29/2020,NA,NA,NA,NA,
C128,128,NA,beren,New,NA,Coyote,2020,2/6/2020,2/6/2020,8/21/2020,NA,Shelbyville,39.59284,-88.72313,NA,M,A,85792,NA,250,HDOP,NA,NA,NA,NA,NA,4,20,NA,93.5,NA,NA,NA,16.25,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1055,1055,181,NA,New,NA,WTD,2020,2/7/2020,2/7/2020,6/8/2020,NA,Shelbyville,39.52734,-88.58939,clover,Female,adult,85735,152.1,420,HDOP,181,NA,501,metal,NA,3,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/8/2020,NA,
